StartRange,EndRange,ISOCode,SrcGrpID
3262474224,3262474224,MY,3
3262474225,3262474225,SG,3
3262474226,3262474226,MY,3
3262474227,3262474227,IN,3
3262474228,3262474228,SG,3
3262474229,3262474230,IN,3
3262474231,3262474231,SG,3
3262474232,3262474234,IN,3
3262474235,3262474236,MY,3
3262474237,3262474238,SG,3
3262474239,3262474239,DE,9
3262474240,3262474255,AU,4
3262474256,3262474259,NZ,4
3262474260,3262474263,AU,4
3262474264,3262474267,NZ,4
3262474268,3262474271,AU,4
3262474272,3262474275,NZ,4
3262474276,3262474367,AU,4
3262474368,3262474371,NZ,4
3262474372,3262474395,AU,4
3262474396,3262474399,NZ,4
3262474400,3262474463,AU,4
3262474464,3262474467,NZ,4
3262474468,3262474495,AU,4
3262474496,3262474631,DE,9
3262474632,3262474635,DK,1
3262474636,3262474791,DE,9
3262474792,3262474815,JP,2
3262474816,3262474895,DE,9
3262474896,3262475007,JP,2
3262475008,3262475009,DE,9
3262475010,3262475023,US,7
3262475024,3262475024,CO,1
3262475025,3262475025,US,7
3262475026,3262475027,DE,9
3262475028,3262475029,US,7
3262475030,3262475033,DE,9
3262475034,3262475036,US,7
3262475037,3262475037,DE,9
3262475038,3262475042,US,7
3262475043,3262475043,DE,9
3262475044,3262475044,US,7
3262475045,3262475045,BR,12
3262475046,3262475065,US,7
3262475066,3262475068,MX,1
3262475069,3262475072,US,7
3262475073,3262475075,BR,12
3262475076,3262475076,US,7
3262475077,3262475077,BR,12
3262475078,3262475079,US,7
3262475080,3262475080,CA,5
3262475081,3262475081,US,7
3262475082,3262475082,BR,12
3262475083,3262475083,US,7
3262475084,3262475084,MX,1
3262475085,3262475085,BR,12
3262475086,3262475087,US,7
3262475088,3262475088,BR,12
3262475089,3262475090,US,7
3262475091,3262475092,DE,9
3262475093,3262475094,BR,12
3262475095,3262475095,MX,1
3262475096,3262475140,US,7
3262475141,3262475141,BR,12
3262475142,3262475167,US,7
3262475168,3262475168,DE,9
3262475169,3262475174,US,7
3262475175,3262475175,DE,9
3262475176,3262475185,US,7
3262475186,3262475186,DE,9
3262475187,3262475189,US,7
3262475190,3262475190,MX,1
3262475191,3262475191,BR,12
3262475192,3262475192,MX,1
3262475193,3262475201,US,7
3262475202,3262475205,BR,12
3262475206,3262475209,US,7
3262475210,3262475210,BR,12
3262475211,3262475213,US,7
3262475214,3262475214,DE,9
3262475215,3262475222,US,7
3262475223,3262475263,DE,9
3262475264,3262475267,MU,1
3262475268,3262475271,US,7
3262475272,3262475275,IT,11
3262475276,3262475279,US,7
3262475280,3262475283,DE,9
3262475284,3262475287,NL,1
3262475288,3262475295,DE,9
3262475296,3262475303,NL,1
3262475304,3262475307,FR,8
3262475308,3262475311,AR,1
3262475312,3262475315,FR,8
3262475316,3262475319,SE,1
3262475320,3262475323,DE,9
3262475324,3262475327,MX,1
3262475328,3262475331,US,7
3262475332,3262475335,BR,12
3262475336,3262475339,DE,9
3262475340,3262475343,FR,8
3262475344,3262475347,CH,1
3262475348,3262475351,DE,9
3262475352,3262475355,ES,10
3262475356,3262475359,DE,9
3262475360,3262475363,IT,11
3262475364,3262475367,DE,9
3262475368,3262475371,FR,8
3262475372,3262475375,NL,1
3262475376,3262475383,DE,9
3262475384,3262475387,US,7
3262475388,3262475395,AT,1
3262475396,3262475399,NL,1
3262475400,3262475403,US,7
3262475404,3262475407,SE,1
3262475408,3262475415,DE,9
3262475416,3262475419,CH,1
3262475420,3262475423,DE,9
3262475424,3262475427,US,7
3262475428,3262475431,ES,10
3262475432,3262475435,IT,11
3262475436,3262475439,GB,6
3262475440,3262475443,DE,9
3262475444,3262475447,US,7
3262475448,3262475451,FR,8
3262475452,3262475459,DE,9
3262475460,3262475463,FR,8
3262475464,3262475467,DE,9
3262475468,3262475471,ES,10
3262475472,3262475475,DE,9
3262475476,3262475479,ES,10
3262475480,3262475483,US,7
3262475484,3262475487,IT,11
3262475488,3262475491,MX,1
3262475492,3262475495,CH,1
3262475496,3262475499,NL,1
3262475500,3262475503,DE,9
3262475504,3262475507,FR,8
3262475508,3262475511,DE,9
3262475512,3262475515,US,7
3262475516,3262475519,DE,9
3262475520,3262475527,US,7
3262475528,3262475531,DE,9
3262475532,3262475559,US,7
3262475560,3262475575,DE,9
3262475576,3262475591,US,7
3262475592,3262475595,BR,12
3262475596,3262475607,US,7
3262475608,3262475611,IE,1
3262475612,3262475631,DE,9
3262475632,3262475635,US,7
3262475636,3262475639,DE,9
3262475640,3262475683,US,7
3262475684,3262475687,BR,12
3262475688,3262475691,DE,9
3262475692,3262475695,BR,12
3262475696,3262475715,US,7
3262475716,3262475719,DE,9
3262475720,3262475723,BR,12
3262475724,3262475775,US,7
3262475776,3262475783,DE,9
3262475784,3262475787,BE,1
3262475788,3262475791,DE,9
3262475792,3262475807,AE,1
3262475808,3262475811,US,7
3262475812,3262475815,IE,1
3262475816,3262475819,FR,8
3262475820,3262475823,DE,9
3262475824,3262475839,RO,1
3262475840,3262475855,DE,9
3262475856,3262475871,TR,1
3262475872,3262475875,BE,1
3262475876,3262475879,NL,1
3262475880,3262475883,PL,1
3262475884,3262475887,BE,1
3262475888,3262475891,DE,9
3262475892,3262475895,SA,1
3262475896,3262475903,CY,1
3262475904,3262475919,GR,1
3262475920,3262475935,DE,9
3262475936,3262475951,FR,8
3262475952,3262475963,US,7
3262475964,3262475967,HU,1
3262475968,3262475975,DE,9
3262475976,3262475983,BG,1
3262475984,3262475991,SG,3
3262475992,3262476015,DE,9
3262476016,3262476019,ES,10
3262476020,3262476023,FR,8
3262476024,3262476027,DE,9
3262476028,3262476031,FR,8
3262476032,3262476039,DE,9
3262476040,3262476043,CH,1
3262476044,3262476047,DE,9
3262476048,3262476055,IL,1
3262476056,3262476059,PE,1
3262476060,3262476063,US,7
3262476064,3262476067,DE,9
3262476068,3262476071,PL,1
3262476072,3262476075,US,7
3262476076,3262476079,DE,9
3262476080,3262476083,FR,8
3262476084,3262476087,DE,9
3262476088,3262476091,DK,1
3262476092,3262476095,NL,1
3262476096,3262476103,US,7
3262476104,3262476107,DE,9
3262476108,3262476111,BE,1
3262476112,3262476115,NL,1
3262476116,3262476119,DE,9
3262476120,3262476123,FR,8
3262476124,3262476127,DE,9
3262476128,3262476131,GB,6
3262476132,3262476135,AR,1
3262476136,3262476139,US,7
3262476140,3262476143,BE,1
3262476144,3262476147,CH,1
3262476148,3262476155,US,7
3262476156,3262476159,BE,1
3262476160,3262476163,GR,1
3262476164,3262476171,DE,9
3262476172,3262476175,GB,6
3262476176,3262476179,ES,10
3262476180,3262476183,DE,9
3262476184,3262476187,AT,1
3262476188,3262476191,PT,1
3262476192,3262476195,DE,9
3262476196,3262476199,US,7
3262476200,3262476203,GB,6
3262476204,3262476207,NA,1
3262476208,3262476211,US,7
3262476212,3262476215,CL,1
3262476216,3262476223,FR,8
3262476224,3262476227,GR,1
3262476228,3262476231,SE,1
3262476232,3262476235,FR,8
3262476236,3262476239,US,7
3262476240,3262476243,IT,11
3262476244,3262476247,ES,10
3262476248,3262476251,NL,1
3262476252,3262476255,DE,9
3262476256,3262476259,US,7
3262476260,3262476267,DE,9
3262476268,3262476271,US,7
3262476272,3262476275,DE,9
3262476276,3262476279,CA,5
3262476280,3262476283,BE,1
3262476284,3262476291,DE,9
3262476292,3262476295,ZA,1
3262476296,3262476299,US,7
3262476300,3262476303,DO,1
3262476304,3262476307,US,7
3262476308,3262476315,DE,9
3262476316,3262476319,BE,1
3262476320,3262476323,DE,9
3262476324,3262476327,IT,11
3262476328,3262476331,NL,1
3262476332,3262476339,DE,9
3262476340,3262476343,ES,10
3262476344,3262476347,DE,9
3262476348,3262476351,AT,1
3262476352,3262476355,AR,1
3262476356,3262476363,US,7
3262476364,3262476367,PT,1
3262476368,3262476371,US,7
3262476372,3262476375,DE,9
3262476376,3262476387,US,7
3262476388,3262476391,SK,1
3262476392,3262476395,DE,9
3262476396,3262476399,AT,1
3262476400,3262476403,ES,10
3262476404,3262476411,DE,9
3262476412,3262476415,US,7
3262476416,3262476419,DE,9
3262476420,3262476423,CH,1
3262476424,3262476427,ES,10
3262476428,3262476431,US,7
3262476432,3262476435,IT,11
3262476436,3262476439,AT,1
3262476440,3262476443,DE,9
3262476444,3262476447,AT,1
3262476448,3262476455,DE,9
3262476456,3262476459,CA,5
3262476460,3262476463,DK,1
3262476464,3262476467,SK,1
3262476468,3262476471,IT,11
3262476472,3262476475,CA,5
3262476476,3262476483,US,7
3262476484,3262476487,DE,9
3262476488,3262476491,US,7
3262476492,3262476495,BE,1
3262476496,3262476499,US,7
3262476500,3262476503,DE,9
3262476504,3262476507,CH,1
3262476508,3262476511,DE,9
3262476512,3262476515,US,7
3262476516,3262476519,DE,9
3262476520,3262476523,GB,6
3262476524,3262476527,MX,1
3262476528,3262476531,DE,9
3262476532,3262476535,IL,1
3262476536,3262476539,US,7
3262476540,3262476543,DE,9
3262476544,3262476547,DK,1
3262476548,3262476551,AR,1
3262476552,3262476555,IT,11
3262476556,3262476559,FR,8
3262476560,3262476567,DE,9
3262476568,3262476571,US,7
3262476572,3262476575,DE,9
3262476576,3262476587,US,7
3262476588,3262476591,ES,10
3262476592,3262476595,GB,6
3262476596,3262476603,DE,9
3262476604,3262476607,NL,1
3262476608,3262476611,SK,1
3262476612,3262476615,GB,6
3262476616,3262476619,TR,1
3262476620,3262476623,NL,1
3262476624,3262476627,US,7
3262476628,3262476635,DE,9
3262476636,3262476639,DK,1
3262476640,3262476643,DE,9
3262476644,3262476647,ZA,1
3262476648,3262476651,US,7
3262476652,3262476655,FR,8
3262476656,3262476667,US,7
3262476668,3262476671,GB,6
3262476672,3262476675,SE,1
3262476676,3262476679,AT,1
3262476680,3262476683,NL,1
3262476684,3262476687,IT,11
3262476688,3262476691,DE,9
3262476692,3262476695,FR,8
3262476696,3262476699,ES,10
3262476700,3262476707,DE,9
3262476708,3262476715,US,7
3262476716,3262476719,FR,8
3262476720,3262476723,IT,11
3262476724,3262476727,FR,8
3262476728,3262476731,US,7
3262476732,3262476735,DE,9
3262476736,3262476739,CA,5
3262476740,3262476743,DE,9
3262476744,3262476747,CH,1
3262476748,3262476751,BE,1
3262476752,3262476755,ES,10
3262476756,3262476759,DE,9
3262476760,3262476763,US,7
3262476764,3262476767,ES,10
3262476768,3262476771,DK,1
3262476772,3262476779,US,7
3262476780,3262476783,DE,9
3262476784,3262476787,IT,11
3262476788,3262476791,US,7
3262476792,3262476795,ES,10
3262476796,3262476799,DE,9
3262476800,3262476803,CA,5
3262476804,3262476807,TR,1
3262476808,3262476827,DE,9
3262476828,3262476831,LU,1
3262476832,3262476839,DE,9
3262476840,3262476843,IT,11
3262476844,3262476847,DE,9
3262476848,3262476851,CH,1
3262476852,3262476855,US,7
3262476856,3262476859,ES,10
3262476860,3262476863,DE,9
3262476864,3262476867,US,7
3262476868,3262476883,DE,9
3262476884,3262476887,FR,8
3262476888,3262476891,DE,9
3262476892,3262476895,HU,1
3262476896,3262476899,SK,1
3262476900,3262476903,FR,8
3262476904,3262476907,DE,9
3262476908,3262476911,NL,1
3262476912,3262476915,CH,1
3262476916,3262476919,DE,9
3262476920,3262476923,US,7
3262476924,3262476927,AT,1
3262476928,3262476935,DE,9
3262476936,3262476939,AT,1
3262476940,3262476951,DE,9
3262476952,3262476955,NL,1
3262476956,3262476971,DE,9
3262476972,3262476975,US,7
3262476976,3262476979,BE,1
3262476980,3262476983,DE,9
3262476984,3262476987,FR,8
3262476988,3262476995,DE,9
3262476996,3262476999,IT,11
3262477000,3262477003,GB,6
3262477004,3262477007,DE,9
3262477008,3262477011,CA,5
3262477012,3262477015,DE,9
3262477016,3262477019,CH,1
3262477020,3262477023,DE,9
3262477024,3262477035,FR,8
3262477036,3262477039,DK,1
3262477040,3262477043,US,7
3262477044,3262477047,GB,6
3262477048,3262477059,DE,9
3262477060,3262477063,US,7
3262477064,3262477067,DE,9
3262477068,3262477071,AT,1
3262477072,3262477075,PT,1
3262477076,3262477083,FR,8
3262477084,3262477087,NL,1
3262477088,3262477091,DE,9
3262477092,3262477095,BE,1
3262477096,3262477107,DE,9
3262477108,3262477111,ES,10
3262477112,3262477131,DE,9
3262477132,3262477135,SK,1
3262477136,3262477147,DE,9
3262477148,3262477151,FR,8
3262477152,3262477155,CH,1
3262477156,3262477159,ES,10
3262477160,3262477163,US,7
3262477164,3262477167,FR,8
3262477168,3262477171,NL,1
3262477172,3262477175,DE,9
3262477176,3262477187,US,7
3262477188,3262477191,IT,11
3262477192,3262477195,GB,6
3262477196,3262477199,PL,1
3262477200,3262477203,GB,6
3262477204,3262477207,US,7
3262477208,3262477211,ES,10
3262477212,3262477215,AT,1
3262477216,3262477219,US,7
3262477220,3262477223,KW,1
3262477224,3262477227,BE,1
3262477228,3262477231,GB,6
3262477232,3262477239,DE,9
3262477240,3262477243,CA,5
3262477244,3262477247,US,7
3262477248,3262477251,AR,1
3262477252,3262477255,ES,10
3262477256,3262477259,DE,9
3262477260,3262477263,GB,6
3262477264,3262477267,GR,1
3262477268,3262477271,NL,1
3262477272,3262477275,US,7
3262477276,3262477279,NL,1
3262477280,3262477283,DE,9
3262477284,3262477287,FR,8
3262477288,3262477291,BM,1
3262477292,3262477295,US,7
3262477296,3262477299,DK,1
3262477300,3262477303,IT,11
3262477304,3262477307,FR,8
3262477308,3262477311,DE,9
3262477312,3262477315,ES,10
3262477316,3262477319,HU,1
3262477320,3262477327,US,7
3262477328,3262477331,HU,1
3262477332,3262477335,DE,9
3262477336,3262477339,CA,5
3262477340,3262477343,US,7
3262477344,3262477347,CH,1
3262477348,3262477355,DE,9
3262477356,3262477359,PL,1
3262477360,3262477363,LU,1
3262477364,3262477367,ES,10
3262477368,3262477371,US,7
3262477372,3262477375,FR,8
3262477376,3262477379,AT,1
3262477380,3262477383,US,7
3262477384,3262477387,FR,8
3262477388,3262477399,DE,9
3262477400,3262477403,CH,1
3262477404,3262477407,DE,9
3262477408,3262477411,US,7
3262477412,3262477415,SA,1
3262477416,3262477419,DK,1
3262477420,3262477427,DE,9
3262477428,3262477431,US,7
3262477432,3262477439,DE,9
3262477440,3262477443,CH,1
3262477444,3262477447,BE,1
3262477448,3262477451,AR,1
3262477452,3262477455,PT,1
3262477456,3262477467,DE,9
3262477468,3262477471,AT,1
3262477472,3262477475,HU,1
3262477476,3262477479,FR,8
3262477480,3262477483,SE,1
3262477484,3262477487,NL,1
3262477488,3262477499,DE,9
3262477500,3262477503,ES,10
3262477504,3262477507,FR,8
3262477508,3262477511,CH,1
3262477512,3262477519,US,7
3262477520,3262477523,DE,9
3262477524,3262477527,IT,11
3262477528,3262477543,DE,9
3262477544,3262477547,US,7
3262477548,3262477551,BE,1
3262477552,3262477555,BR,12
3262477556,3262477559,US,7
3262477560,3262477563,CA,5
3262477564,3262477571,BE,1
3262477572,3262477575,NL,1
3262477576,3262477579,DE,9
3262477580,3262477583,NO,1
3262477584,3262477587,CA,5
3262477588,3262477591,FR,8
3262477592,3262477595,GB,6
3262477596,3262477599,CH,1
3262477600,3262477603,NL,1
3262477604,3262477607,IT,11
3262477608,3262477611,DE,9
3262477612,3262477615,US,7
3262477616,3262477619,IT,11
3262477620,3262477623,DE,9
3262477624,3262477627,FR,8
3262477628,3262477631,CH,1
3262477632,3262477635,AT,1
3262477636,3262477639,VE,1
3262477640,3262477643,DE,9
3262477644,3262477647,GB,6
3262477648,3262477655,DE,9
3262477656,3262477659,NL,1
3262477660,3262477671,US,7
3262477672,3262477675,NL,1
3262477676,3262477687,DE,9
3262477688,3262477691,FR,8
3262477692,3262477695,DE,9
3262477696,3262477699,NL,1
3262477700,3262477703,FR,8
3262477704,3262477707,IT,11
3262477708,3262477711,GB,6
3262477712,3262477727,DE,9
3262477728,3262477731,AT,1
3262477732,3262477735,NL,1
3262477736,3262477739,BR,12
3262477740,3262477743,NL,1
3262477744,3262477751,CH,1
3262477752,3262477759,DE,9
3262477760,3262477763,US,7
3262477764,3262477767,VE,1
3262477768,3262477771,DE,9
3262477772,3262477775,CA,5
3262477776,3262477779,CZ,1
3262477780,3262477783,GB,6
3262477784,3262477787,DE,9
3262477788,3262477791,US,7
3262477792,3262477795,GB,6
3262477796,3262477799,FR,8
3262477800,3262477803,BE,1
3262477804,3262477807,CH,1
3262477808,3262477811,CA,5
3262477812,3262477819,US,7
3262477820,3262477823,DE,9
3262477824,3262477827,GB,6
3262477828,3262477831,US,7
3262477832,3262477835,CH,1
3262477836,3262477839,ES,10
3262477840,3262477843,GB,6
3262477844,3262477847,DE,9
3262477848,3262477851,GB,6
3262477852,3262477855,DE,9
3262477856,3262477859,CA,5
3262477860,3262477863,US,7
3262477864,3262477867,TR,1
3262477868,3262477871,HU,1
3262477872,3262477883,DE,9
3262477884,3262477891,US,7
3262477892,3262477895,IT,11
3262477896,3262477899,US,7
3262477900,3262477903,DE,9
3262477904,3262477907,GB,6
3262477908,3262477911,CH,1
3262477912,3262477915,US,7
3262477916,3262477919,DE,9
3262477920,3262477923,US,7
3262477924,3262477927,HU,1
3262477928,3262477931,DE,9
3262477932,3262477935,US,7
3262477936,3262477939,DE,9
3262477940,3262477943,CA,5
3262477944,3262477955,DE,9
3262477956,3262477959,US,7
3262477960,3262477963,CA,5
3262477964,3262477967,DE,9
3262477968,3262477971,IT,11
3262477972,3262477987,DE,9
3262477988,3262477991,NL,1
3262477992,3262477999,DE,9
3262478000,3262478003,US,7
3262478004,3262478007,FR,8
3262478008,3262478011,IT,11
3262478012,3262478015,PE,1
3262478016,3262478019,CH,1
3262478020,3262478027,DE,9
3262478028,3262478031,SE,1
3262478032,3262478035,AT,1
3262478036,3262478039,DE,9
3262478040,3262478043,NL,1
3262478044,3262478047,IS,1
3262478048,3262478055,DE,9
3262478056,3262478063,CH,1
3262478064,3262478067,DE,9
3262478068,3262478071,KE,1
3262478072,3262478081,DE,9
3262478082,3262478082,ES,10
3262478083,3262478083,SA,1
3262478084,3262478084,TR,1
3262478085,3262478085,FR,8
3262478086,3262478088,DE,9
3262478089,3262478089,AT,1
3262478090,3262478090,DE,9
3262478091,3262478091,HU,1
3262478092,3262478092,PT,1
3262478093,3262478093,SA,1
3262478094,3262478094,PT,1
3262478095,3262478095,DE,9
3262478096,3262478096,PL,1
3262478097,3262478097,KE,1
3262478098,3262478098,TR,1
3262478099,3262478099,DE,9
3262478100,3262478100,TR,1
3262478101,3262478101,ZW,1
3262478102,3262478102,TR,1
3262478103,3262478103,DE,9
3262478104,3262478104,TR,1
3262478105,3262478105,PL,1
3262478106,3262478106,IT,11
3262478107,3262478107,TR,1
3262478108,3262478108,DE,9
3262478109,3262478109,AE,1
3262478110,3262478110,PT,1
3262478111,3262478113,DE,9
3262478114,3262478114,TR,1
3262478115,3262478115,DE,9
3262478116,3262478116,NO,1
3262478117,3262478117,NA,1
3262478118,3262478118,DE,9
3262478119,3262478119,SA,1
3262478120,3262478120,NA,1
3262478121,3262478121,AO,1
3262478122,3262478122,NA,1
3262478123,3262478123,CY,1
3262478124,3262478124,DE,9
3262478125,3262478125,PT,1
3262478126,3262478126,CY,1
3262478127,3262478127,GR,1
3262478128,3262478128,CH,1
3262478129,3262478129,HU,1
3262478130,3262478130,FR,8
3262478131,3262478131,SK,1
3262478132,3262478132,ES,10
3262478133,3262478133,TR,1
3262478134,3262478134,ES,10
3262478135,3262478135,TR,1
3262478136,3262478137,HU,1
3262478138,3262478138,TR,1
3262478139,3262478139,MZ,1
3262478140,3262478140,FR,8
3262478141,3262478143,TR,1
3262478144,3262478145,DE,9
3262478146,3262478146,GR,1
3262478147,3262478147,FR,8
3262478148,3262478148,KZ,2
3262478149,3262478149,UA,1
3262478150,3262478150,SA,1
3262478151,3262478151,DE,9
3262478152,3262478152,PL,1
3262478153,3262478153,TR,1
3262478154,3262478154,FR,8
3262478155,3262478155,CU,1
3262478156,3262478156,TR,1
3262478157,3262478157,DE,9
3262478158,3262478158,IT,11
3262478159,3262478159,IL,1
3262478160,3262478160,TR,1
3262478161,3262478161,ZW,1
3262478162,3262478162,SA,1
3262478163,3262478163,FR,8
3262478164,3262478164,ZW,1
3262478165,3262478165,SK,1
3262478166,3262478166,TR,1
3262478167,3262478167,KZ,2
3262478168,3262478168,ES,10
3262478169,3262478169,PL,1
3262478170,3262478171,FR,8
3262478172,3262478172,GR,1
3262478173,3262478174,TR,1
3262478175,3262478175,DE,9
3262478176,3262478176,TR,1
3262478177,3262478177,DE,9
3262478178,3262478178,MZ,1
3262478179,3262478180,TR,1
3262478181,3262478181,CN,2
3262478182,3262478182,ES,10
3262478183,3262478183,PL,1
3262478184,3262478184,MZ,1
3262478185,3262478185,PL,1
3262478186,3262478186,ES,10
3262478187,3262478187,PT,1
3262478188,3262478188,TR,1
3262478189,3262478189,NA,1
3262478190,3262478190,DE,9
3262478191,3262478192,ZA,1
3262478193,3262478194,NA,1
3262478195,3262478207,DE,9
3262478208,3262478211,ES,10
3262478212,3262478215,NL,1
3262478216,3262478219,FR,8
3262478220,3262478223,SE,1
3262478224,3262478227,GB,6
3262478228,3262478231,ES,10
3262478232,3262478235,FR,8
3262478236,3262478239,IT,11
3262478240,3262478243,FR,8
3262478244,3262478247,DE,9
3262478248,3262478251,IT,11
3262478252,3262478255,CH,1
3262478256,3262478259,ES,10
3262478260,3262478263,DE,9
3262478264,3262478267,IT,11
3262478268,3262478271,ES,10
3262478272,3262478275,CH,1
3262478276,3262478299,DE,9
3262478300,3262478303,ES,10
3262478304,3262478307,PT,1
3262478308,3262478311,ES,10
3262478312,3262478315,DE,9
3262478316,3262478319,BE,1
3262478320,3262478323,GB,6
3262478324,3262478327,BE,1
3262478328,3262478331,ES,10
3262478332,3262478335,GB,6
3262478336,3262478337,DE,9
3262478338,3262478338,PL,1
3262478339,3262478343,DE,9
3262478344,3262478344,IT,11
3262478345,3262478345,CH,1
3262478346,3262478346,PT,1
3262478347,3262478347,AO,1
3262478348,3262478348,DK,1
3262478349,3262478349,BE,1
3262478350,3262478350,AT,1
3262478351,3262478351,TR,1
3262478352,3262478352,CH,1
3262478353,3262478353,DK,1
3262478354,3262478354,FR,8
3262478355,3262478355,DE,9
3262478356,3262478356,FR,8
3262478357,3262478358,DE,9
3262478359,3262478360,FR,8
3262478361,3262478361,DE,9
3262478362,3262478362,FR,8
3262478363,3262478363,CH,1
3262478364,3262478364,PT,1
3262478365,3262478366,DE,9
3262478367,3262478367,HU,1
3262478368,3262478368,DE,9
3262478369,3262478369,NO,1
3262478370,3262478370,CH,1
3262478371,3262478371,DE,9
3262478372,3262478373,CH,1
3262478374,3262478374,PT,1
3262478375,3262478376,FR,8
3262478377,3262478377,DE,9
3262478378,3262478378,CH,1
3262478379,3262478379,DE,9
3262478380,3262478381,FR,8
3262478382,3262478382,AE,1
3262478383,3262478383,DE,9
3262478384,3262478384,AE,1
3262478385,3262478385,ZA,1
3262478386,3262478386,DE,9
3262478387,3262478387,IT,11
3262478388,3262478388,GR,1
3262478389,3262478389,CH,1
3262478390,3262478390,ES,10
3262478391,3262478391,HU,1
3262478392,3262478393,DE,9
3262478394,3262478394,IT,11
3262478395,3262478396,DE,9
3262478397,3262478397,PT,1
3262478398,3262478398,HU,1
3262478399,3262478399,DE,9
3262478400,3262478400,GB,6
3262478401,3262478401,DE,9
3262478402,3262478402,IT,11
3262478403,3262478403,CZ,1
3262478404,3262478404,FI,1
3262478405,3262478406,GB,6
3262478407,3262478412,DE,9
3262478413,3262478413,ES,10
3262478414,3262478414,PL,1
3262478415,3262478415,SE,1
3262478416,3262478416,SA,1
3262478417,3262478417,DE,9
3262478418,3262478418,AT,1
3262478419,3262478419,FR,8
3262478420,3262478421,DE,9
3262478422,3262478422,CH,1
3262478423,3262478423,SA,1
3262478424,3262478424,FR,8
3262478425,3262478425,IT,11
3262478426,3262478426,NO,1
3262478427,3262478428,FR,8
3262478429,3262478429,PT,1
3262478430,3262478430,CH,1
3262478431,3262478431,HU,1
3262478432,3262478432,RE,1
3262478433,3262478433,AT,1
3262478434,3262478434,PT,1
3262478435,3262478435,IT,11
3262478436,3262478437,DE,9
3262478438,3262478438,ZA,1
3262478439,3262478439,DE,9
3262478440,3262478440,SE,1
3262478441,3262478441,FR,8
3262478442,3262478442,IT,11
3262478443,3262478443,DE,9
3262478444,3262478444,AT,1
3262478445,3262478445,PT,1
3262478446,3262478447,DE,9
3262478448,3262478448,ZA,1
3262478449,3262478449,DE,9
3262478450,3262478450,TR,1
3262478451,3262478451,FR,8
3262478452,3262478452,IL,1
3262478453,3262478453,DE,9
3262478454,3262478454,SE,1
3262478455,3262478455,IT,11
3262478456,3262478456,DE,9
3262478457,3262478457,GB,6
3262478458,3262478458,HU,1
3262478459,3262478459,ES,10
3262478460,3262478460,CY,1
3262478461,3262478465,DE,9
3262478466,3262478466,FR,8
3262478467,3262478467,HU,1
3262478468,3262478468,DE,9
3262478469,3262478469,FR,8
3262478470,3262478470,DE,9
3262478471,3262478471,ES,10
3262478472,3262478472,DE,9
3262478473,3262478473,FR,8
3262478474,3262478474,HU,1
3262478475,3262478476,DE,9
3262478477,3262478478,CH,1
3262478479,3262478479,DK,1
3262478480,3262478480,DE,9
3262478481,3262478481,DK,1
3262478482,3262478482,IT,11
3262478483,3262478483,FR,8
3262478484,3262478484,DE,9
3262478485,3262478485,CH,1
3262478486,3262478487,FR,8
3262478488,3262478488,HU,1
3262478489,3262478489,HR,1
3262478490,3262478490,SE,1
3262478491,3262478491,DE,9
3262478492,3262478492,CH,1
3262478493,3262478493,DE,9
3262478494,3262478494,FR,8
3262478495,3262478495,DE,9
3262478496,3262478496,PT,1
3262478497,3262478500,DE,9
3262478501,3262478501,CH,1
3262478502,3262478502,SE,1
3262478503,3262478503,ZA,1
3262478504,3262478504,FR,8
3262478505,3262478505,IT,11
3262478506,3262478506,PT,1
3262478507,3262478507,IT,11
3262478508,3262478508,PT,1
3262478509,3262478509,NL,1
3262478510,3262478513,DE,9
3262478514,3262478514,SE,1
3262478515,3262478515,PT,1
3262478516,3262478516,ES,10
3262478517,3262478519,DE,9
3262478520,3262478520,CH,1
3262478521,3262478521,NL,1
3262478522,3262478522,QA,1
3262478523,3262478523,FR,8
3262478524,3262478524,ES,10
3262478525,3262478526,DE,9
3262478527,3262478527,ES,10
3262478528,3262478528,NL,1
3262478529,3262478529,ES,10
3262478530,3262478530,DE,9
3262478531,3262478531,FR,8
3262478532,3262478536,DE,9
3262478537,3262478537,HU,1
3262478538,3262478538,DE,9
3262478539,3262478539,FI,1
3262478540,3262478540,HU,1
3262478541,3262478542,DE,9
3262478543,3262478543,AT,1
3262478544,3262478544,NL,1
3262478545,3262478546,DE,9
3262478547,3262478547,FR,8
3262478548,3262478548,ES,10
3262478549,3262478549,FR,8
3262478550,3262478550,DE,9
3262478551,3262478551,PL,1
3262478552,3262478552,HU,1
3262478553,3262478553,PL,1
3262478554,3262478554,SE,1
3262478555,3262478555,DE,9
3262478556,3262478556,GB,6
3262478557,3262478557,DE,9
3262478558,3262478558,IT,11
3262478559,3262478560,DE,9
3262478561,3262478562,FR,8
3262478563,3262478563,DK,1
3262478564,3262478564,RU,13
3262478565,3262478566,FR,8
3262478567,3262478567,HU,1
3262478568,3262478568,CH,1
3262478569,3262478569,TR,1
3262478570,3262478570,FR,8
3262478571,3262478594,DE,9
3262478595,3262478595,CH,1
3262478596,3262478596,PT,1
3262478597,3262478597,SE,1
3262478598,3262478599,DE,9
3262478600,3262478600,IT,11
3262478601,3262478601,KW,1
3262478602,3262478602,FR,8
3262478603,3262478604,DE,9
3262478605,3262478605,ES,10
3262478606,3262478606,FI,1
3262478607,3262478607,GR,1
3262478608,3262478608,DE,9
3262478609,3262478609,IT,11
3262478610,3262478610,ES,10
3262478611,3262478611,HU,1
